iso3,y0,y1,horizon,gdp_growth,psi,eci
ALB,2014,2024,10,7.772061356205473,-1.0861696493165292,-0.6314376559847176
AND,2000,2010,10,6.729150777186313,-6.098914114225062,0.986307193821995
AND,2001,2011,10,6.853453654317451,0.0569034206716979,0.9801286647966352
AND,2002,2012,10,4.475008400593339,-6.08119987499621,1.2159425225978684
AND,2003,2013,10,2.2057665610041433,-6.380384522871507,1.121205077542351
AND,2004,2014,10,1.284526574055711,-7.141803806939453,1.2159425225978684
AND,2005,2015,10,-0.5473780893736802,-7.146888080599431,0.958503813207876
AND,2006,2016,10,-0.7988720466256715,-7.929589970617751,1.0120510647609944
AND,2007,2017,10,-1.7261700614487194,-9.594354973178149,1.119145567867231
AND,2008,2018,10,-1.3752103121527526,-9.391533376007692,0.9615930777205558
AND,2009,2019,10,-0.6378141135200899,-9.62271136463592,0.986307193821995
AND,2010,2020,10,-1.3466527256218264,-10.405323397866471,0.7700586779344015
AND,2011,2021,10,-0.9507201264294629,-10.724892671190766,0.7762372069597613
AND,2012,2022,10,0.21773362239125407,-10.963113420304325,0.9461467551571564
AND,2013,2023,10,0.9734377247162307,-11.280002422243028,0.991455968009795
AND,2014,2024,10,1.0544269365457026,-11.334914767709853,0.3550674783977336
ARB,2000,2010,10,7.998474117565061,0.0569034206716979,
ARB,2001,2011,10,9.998110661576103,0.0569034206716979,
ARB,2002,2012,10,10.86906500513165,0.0569034206716979,
ARB,2003,2013,10,10.029467942851555,0.0569034206716979,
ARB,2004,2014,10,8.471935417986689,0.3245504382077185,
ARB,2005,2015,10,5.1256551898878655,0.3141745190415623,
ARB,2006,2016,10,3.224979751271277,0.302512529251948,
ARB,2007,2017,10,2.0531173594406127,0.2782900820423996,
ARB,2008,2018,10,0.9038718369134991,0.2528781403079561,
ARB,2009,2019,10,2.5691109589626926,0.2132419021738778,
ARB,2010,2020,10,-0.3533594633329784,0.2042194406140428,
ARB,2011,2021,10,-0.31306020579968674,0.167992512320292,
ARB,2012,2022,10,0.7443984314600272,0.4582588232105792,
ARB,2013,2023,10,0.17225764612447847,0.4722978627637897,
ARB,2014,2024,10,0.2829976726746253,0.3307146195450491,
ARE,2000,2010,10,3.8056788000071506,-2.963278002734796,-0.3008863531279672
ARE,2001,2011,10,6.046189906768564,0.4103888366908625,-0.3245707143918466
ARE,2002,2012,10,6.28540619568982,-4.341803696168701,-0.1083221985042528
ARE,2003,2013,10,5.6191194438598835,-3.127773759208045,-0.1247982759052124
ARE,2004,2014,10,4.31417867267081,-3.618987993989194,0.0482005368048625
ARE,2005,2015,10,1.172266086216851,-4.117864661535526,-0.1773157726207708
ARE,2006,2016,10,-0.7044438436531486,-4.145843705356054,-0.0104954889360557
ARE,2007,2017,10,-0.7973216978096964,-4.597882337381069,-0.1247982759052124
ARE,2008,2018,10,-0.9122949444532757,-4.672551125698592,-0.4553495787619627
ARE,2009,2019,10,1.5749801249476114,-4.810761775107344,0.1151346012462606
ARE,2010,2020,10,-1.6166568601252607,-5.068492311878758,0.2078125366266579
ARE,2011,2021,10,-1.5814294705797316,-5.6007289560571065,-0.0969948952910932
ARE,2012,2022,10,-0.41904232583139134,-6.089289091777361,0.375662575148933
ARE,2013,2023,10,-0.5904540961443949,-6.543884931469584,0.0193674013531833
ARE,2014,2024,10,-0.397802174707369,-7.436317760325673,0.1048370528706608
ARG,2000,2010,10,2.9525883209733372,-0.8924433182763092,0.3622757622606534
ARG,2001,2011,10,5.760198466490909,0.214215807274663,0.2798953752558558
ARG,2002,2012,10,16.17284953594739,2.0357967633830056,0.2510622398041766
ARG,2003,2013,10,13.620426016139664,1.4680437952106202,0.2469432204539367
ARG,2004,2014,10,10.591092186270323,1.393698461838605,0.1820686656876586
ARG,2005,2015,10,9.930297343027501,0.4556702832060845,0.2809251300934158
ARG,2006,2016,10,7.718499702268619,0.5045094064329027,0.3097582655450949
ARG,2007,2017,10,7.043570550852536,0.6262796590769879,0.2047232721139779
ARG,2008,2018,10,2.730962561145578,0.4446792053535676,0.2768061107431759
ARG,2009,2019,10,2.0012605768432756,0.4890498853105681,0.1625033237740192
ARG,2010,2020,10,-1.840200580732727,-0.8634300188431564,0.2047232721139779
ARG,2011,2021,10,-1.6814867397202706,-0.5881274079827746,0.1861876850378985
ARG,2012,2022,10,0.7337856525257536,-0.2982559705269574,0.0420220077795027
ARG,2013,2023,10,0.9020880244529471,-0.5083786142993588,0.0935097496575012
ARG,2014,2024,10,1.247283793013132,-0.284132912010466,0.0409922529419427
ARM,2000,2010,10,16.34101023969225,1.0724738794520623,0.8081596069241203
ARM,2001,2011,10,16.249653158626003,0.0624565727278916,0.7597611295588018
ARM,2002,2012,10,15.535904240474432,1.1074366653897962,0.6701724586910843
ARM,2003,2013,10,14.284871301034679,0.8871484971591,0.4240610525142516
ARM,2004,2014,10,12.263276983996665,1.1196823222950651,0.3602162525855334
ARM,2005,2015,10,8.132256377202651,0.308033376954111,0.1285214141345402
ARM,2006,2016,10,5.459576242099509,0.8207454984553724,0.166622343124259
ARM,2007,2017,10,2.66908158616463,1.6210743965023748,0.6650236845032844
ARM,2008,2018,10,1.0502598557738807,1.1433845391181774,0.3015202268446152
ARM,2009,2019,10,4.8850667893596444,0.708859841359507,0.2881334139563355
ARM,2010,2020,10,3.390051747780234,-0.0831526745185088,0.0770336722565417
ARM,2011,2021,10,3.3557739604242265,-0.382819331015462,0.6114764329501661
ARM,2012,2022,10,6.2675279190133715,-0.3717777113180204,0.4920248717932096
ARM,2013,2023,10,7.920213352188946,-0.7098724416698652,-0.0249120566618953
ARM,2014,2024,10,7.91514235398612,-0.4678559488327589,-0.20614890807245
ASM,2002,2012,10,2.6928310087357765,0.0569034206716979,1.2416863935368678
ASM,2003,2013,10,2.502938139571178,0.0569034206716979,0.8287547036753197
ASM,2004,2014,10,2.9450394676137215,-2.765005015805336,0.955414548695196
ASM,2005,2015,10,3.654591513459451,-3.31007283639718,1.4620539287747014
ASM,2006,2016,10,3.843238297492313,-2.7462524556109025,0.6959163296300835
ASM,2007,2017,10,2.5087423714700563,-3.060304249638312,0.7710884327719615
ASM,2008,2018,10,2.2422312416493284,-3.1357363385107857,0.6681129490159644
ASM,2009,2019,10,0.5832670816869978,-3.188359532680232,0.923492148730837
ASM,2010,2020,10,3.3399194693210177,-3.1319735151231485,1.0223486131365942
ASM,2011,2021,10,3.8345749086326286,-3.07447271714752,0.5651374652599674
ASM,2012,2022,10,4.278718989110892,-3.037718815071184,0.888480484253798
ATG,2000,2010,10,2.352439096585801,-3.8684801823527946,0.1995744979261781
ATG,2001,2011,10,2.563995659046636,0.3046058282925,-0.1484826371690917
ATG,2002,2012,10,2.937671939329647,-3.874689524209313,0.8122786262743602
ATG,2003,2013,10,2.122389669901512,-3.980889205023612,0.1522057753984195
ATG,2004,2014,10,1.7504954858885213,-3.686885283507882,0.1223428851091803
ATG,2005,2015,10,1.1238587492434782,-3.5974607178488625,-0.3297194885796464
ATG,2006,2016,10,0.23406734365037707,-3.9340729071374354,-0.411070120746884
ATG,2007,2017,10,-0.7047413969396921,-4.04926277755932,0.4302395815396114
ATG,2008,2018,10,-0.2769987362783155,-4.769162593064256,0.9389384712942364
ATG,2009,2019,10,1.3729293913199214,-5.778392470501991,1.2725790386636666
ATG,2010,2020,10,0.099528810292302,-5.149195544275486,1.2921443805773063
ATG,2011,2021,10,1.5136386730031504,-5.108397002616623,0.6073574135999262
ATG,2012,2022,10,2.511589870122801,-5.707773641623681,0.9193731293805972
ATG,2013,2023,10,3.563208850097066,-5.46624805100699,-0.068161759839414
ATG,2014,2024,10,4.236534081004084,-2.727599351501006,-0.0506559276008945
AUS,2000,2010,10,8.688870296952445,-10.97313627460512,0.2150208204895776
AUS,2001,2011,10,11.564528906203293,-1.93085330563253,0.1800091560125387
AUS,2002,2012,10,12.098671180169358,-9.227758243385106,0.1964852334134982
AUS,2003,2013,10,10.560683097039654,-9.75228204192179,0.2675383172051361
AUS,2004,2014,10,7.071651720273557,-11.134183880296606,0.1439677366979397
AUS,2005,2015,10,4.980895574363338,-12.5123060370538,0.1923662140632583
AUS,2006,2016,10,3.0985037372829893,-12.772116422773385,0.1933959689008183
AUS,2007,2017,10,2.7233218114168523,-12.211480992929747,0.0883609754697013
AUS,2008,2018,10,1.4046062215278,-14.321602193538949,-0.2277737596612093
AUS,2009,2019,10,2.4991161442215137,-13.820135691331426,-0.1649587145700512
AUS,2010,2020,10,-0.06795065243855092,-15.221131277302437,-0.3142731660162469
AUS,2011,2021,10,-0.3243148942232388,-14.574298342162358,-0.1773157726207708
AUS,2012,2022,10,-0.46237471509789074,-13.958389636641185,-0.2432200822246089
AUS,2013,2023,10,-0.5044843624356155,-14.229051169695923,-0.2874995402396876
AUS,2014,2024,10,0.29358135423541043,-14.29793897583096,-0.3822369852952049
AUT,2000,2010,10,6.436850418112846,-10.551682053855876,1.878074883148929
AUT,2001,2011,10,7.382828884106693,-2.1199276834325294,1.805992044519731
AUT,2002,2012,10,6.055106195682143,-10.776238386553862,1.8420334638343303
AUT,2003,2013,10,4.489404046507115,-11.2086410152249,1.8585095412352897
AUT,2004,2014,10,3.3754503980714645,-11.57682705889176,1.8348251799714104
AUT,2005,2015,10,1.4054220981738652,-13.096188009553998,1.7627423413422123
AUT,2006,2016,10,1.0963892219448113,-12.442397061545108,1.7267009220276135
AUT,2007,2017,10,0.11532258868159674,-13.95793935764655,1.7380282252407733
AUT,2008,2018,10,-0.07537305808941852,-13.775387242410986,1.6350527414847762
AUT,2009,2019,10,0.4151360758847211,-13.42729004787102,1.6968380317383744
AUT,2010,2020,10,0.4417637781830841,-14.424294988929548,1.744206754266133
AUT,2011,2021,10,0.4834251751662677,-13.382816533637302,1.7009570510886145
AUT,2012,2022,10,0.7823112216281203,-13.819652211117411,1.6299039672969762
AUT,2013,2023,10,1.0783951881585807,-14.063800975151167,1.6916892575505744
AUT,2014,2024,10,1.0213802591418286,-14.331528474692654,1.7514150381290527
AZE,2000,2010,10,21.8830729289094,4.526489688962728,-0.2246844951485294
AZE,2001,2011,10,23.24110318355182,0.5008373698975794,-0.722056081689995
AZE,2002,2012,10,22.847061098122296,4.297355011453359,-0.4563793335995227
AZE,2003,2013,10,21.87383075992945,3.2437423027702423,-0.6242293721217979
AZE,2004,2014,10,20.21672697548648,3.4443195562401887,-0.4759446755131621
AZE,2005,2015,10,12.484486825667673,3.4726508948708057,-0.4996290367770414
AZE,2006,2016,10,4.505970384607645,3.395223552066182,-0.7117585333143953
AZE,2007,2017,10,0.7401437720843518,3.245628969621912,-0.6643898107866367
AZE,2008,2018,10,-1.6220316475427765,3.1854438524175483,-0.9218285201766292
AZE,2009,2019,10,-0.2965438715749258,2.832602038217544,-1.2194276682314604
AZE,2010,2020,10,-3.231548414862928,2.45631373505838,-1.3203436423123376
AZE,2011,2021,10,-2.84778229987829,1.9580689498198576,-0.9465426362780684
AZE,2012,2022,10,0.3599506601048752,1.245644475098905,-0.7477999526289943
AZE,2013,2023,10,-0.9900115778187234,-0.4302681744420754,-1.1895647779422216
AZE,2014,2024,10,-0.8004503298116462,-0.577714676257211,-1.2338442359573
BDI,2000,2010,10,4.76796091879244,5.656925786538915,-1.3265221713376976
BDI,2001,2011,10,5.54376180808096,0.4816101120850437,-0.6788063785124763
BDI,2002,2012,10,6.499974575972134,5.197006417874087,-0.3389872821176861
BDI,2003,2013,10,7.45730084081205,5.377494741530156,-0.6139318237461983
BDI,2004,2014,10,6.937482650375229,5.187992362624249,-0.8023769590196727
BDI,2005,2015,10,6.462092602651044,5.180319720350106,-0.7457404429538744
BDI,2006,2016,10,3.738685546126117,4.3882569966453,-0.1845240564836906
BDI,2007,2017,10,3.5380246520269054,4.802017684538936,-0.3678204175693653
BDI,2008,2018,10,1.7125318521816535,6.555745853386659,-0.4378437465234432
BDI,2009,2019,10,0.5443773876764979,4.846769093776348,-0.4254866884727236
BDI,2010,2020,10,-0.31495459918426505,5.329635208497444,-1.0598156684096651
BDI,2011,2021,10,-0.7198283449186604,4.930290650448421,-0.8013472041821127
BDI,2012,2022,10,0.7860082534033631,5.312904998743771,-0.2617556693006884
BDI,2013,2023,10,-2.0103509480271775,5.365590149725595,-0.8518051912225513
BDI,2014,2024,10,-4.871211398130599,6.794252292018151,-0.2236547403109695
BEL,2000,2010,10,6.488814073914498,-9.205775909760437,1.3456916321304246
BEL,2001,2011,10,7.300565712841411,-2.054946017500241,1.4157149610845026
BEL,2002,2012,10,5.847389211866947,-9.732259396010043,1.3930603546581832
BEL,2003,2013,10,4.265914053620641,-9.90183435586585,1.308620457978266
BEL,2004,2014,10,3.035708593091133,-10.173910337692044,1.335394083754825
BEL,2005,2015,10,1.052171394689303,-10.88961512189962,1.262281490288067
BEL,2006,2016,10,0.7822895869964874,-11.08992584995294,1.1901986516588692
BEL,2007,2017,10,-0.06425083578418977,-11.027729385549724,1.2849360967143864
BEL,2008,2018,10,-0.1704149679429534,-11.642096081821023,1.3045014386280258
BEL,2009,2019,10,0.3914256699483509,-12.308082085144932,1.2128532580851883
BEL,2010,2020,10,0.3793627138090372,-13.326957291484032,1.2581624709378272
BEL,2011,2021,10,0.7844384023784379,-12.889145964993045,1.3075907031407057
BEL,2012,2022,10,1.2447191601943608,-13.033599397438898,1.1963771806842292
BEL,2013,2023,10,1.5228858803280332,-13.448868443041691,1.337453593429945
BEL,2014,2024,10,1.5342777433858146,-13.375904865624207,1.2942038902524262
BEN,2000,2010,10,6.915004125872688,0.8811161027068661,-0.999060132993627
BEN,2001,2011,10,7.661763760400878,-0.3368737635574941,-1.0505478748716253
BEN,2002,2012,10,6.733708072135477,3.455192676794044,-0.9434533717653886
BEN,2003,2013,10,5.476441732655575,1.688818569601379,-1.2781236939723788
BEN,2004,2014,10,4.62135209799694,1.6803565747124036,-1.342998248738657
BEN,2005,2015,10,2.5159836499233013,2.446223544225938,-0.959929449166348
BEN,2006,2016,10,2.2225338429867403,1.6246140698296965,-0.9486021459531884
BEN,2007,2017,10,1.4526067113289631,1.4206776396399776,-1.164850661840782
BEN,2008,2018,10,0.8243749953855772,1.4969062386017782,-1.271945164947019
BEN,2009,2019,10,0.9912733881380476,1.6797214812972503,-1.0062684168565468
BEN,2010,2020,10,2.096036277660902,1.928052648737583,-1.2760641842972589
BEN,2011,2021,10,2.1889414832227416,1.6324935828190286,-1.3182841326372177
BEN,2012,2022,10,1.6711598812540898,1.7940164506158645,-1.2256061972568204
BEN,2013,2023,10,1.7621865644146961,2.0120355359964863,-0.997000623318507
BEN,2014,2024,10,2.096899172084763,1.8388394135866173,-0.6870444172129561
BFA,2000,2010,10,9.205977837460706,1.0357732061334994,-0.2792615015392079
BFA,2001,2011,10,10.2750605832375,-0.049738982074168,-0.4172486497722438
BFA,2002,2012,10,9.402748028276253,1.4298491760485434,-0.8538647008976712
BFA,2003,2013,10,7.403287604170377,1.6931169025695307,-1.2338442359573
BFA,2004,2014,10,6.387435036825514,1.4759186585415838,-1.2760641842972589
BFA,2005,2015,10,3.5650079293555055,1.417490241186861,-1.196773061805141
BFA,2006,2016,10,3.764683737704857,3.706038348040214,-1.2503203133582597
BFA,2007,2017,10,3.2043062711720265,3.656794995815552,-0.7766330880806734
BFA,2008,2018,10,2.2722756066015126,1.09000981065104,-1.061875178084785
BFA,2009,2019,10,2.4014165261007836,0.4579638922020474,-1.102035616749624
BFA,2010,2020,10,2.77987413845719,0.4679822261720684,-0.7313238752280348
BFA,2011,2021,10,2.112158104864017,0.9212436916359836,-1.0793810103233046
BFA,2012,2022,10,1.3371371789778141,1.211769933911173,-1.0052386620189868
BFA,2013,2023,10,1.499685358148417,1.0624462361048996,-1.068053707110145
BFA,2014,2024,10,2.5530059685657758,3.2844431292044285,-1.0392205716584657
BGD,2000,2010,10,6.467655391351501,3.648541567999121,-1.024804003932626
BGD,2001,2011,10,7.522110135329959,1.2622355049681822,-1.0948273328867042
BGD,2002,2012,10,7.804982513682343,4.104709320981847,-1.2462012940080198
BGD,2003,2013,10,8.089266925229062,4.478576992724708,-1.1885350231046614
BGD,2004,2014,10,8.763721976706504,4.762574332774464,-1.2482608036831395
BGD,2005,2015,10,9.362302185092481,4.3722216928970905,-1.1133629199627837
BGD,2006,2016,10,12.12899448654114,4.119981817010965,-1.1514638489525024
BGD,2007,2017,10,12.139040257655855,4.015406078241689,-1.095857087724264
BGD,2008,2018,10,11.649054111772292,4.27864683080575,-1.0814405199984245
BGD,2009,2019,10,11.42850340448983,4.035735463356245,-1.064964442597465
BGD,2010,2020,10,10.883025231051002,3.962657041505088,-1.23796325530754
BGD,2011,2021,10,10.869354901500108,4.938546344264401,-1.3316709455254971
BGD,2012,2022,10,11.505335348061045,5.043774512587579,-1.095857087724264
BGD,2013,2023,10,9.791254116566392,5.0187099679737335,-1.1452853199271429
BGD,2014,2024,10,8.627130385045065,4.453748264387756,-1.2575285972211794
BGR,2000,2010,10,14.416199200980701,-1.0414750167105418,0.3797815944991728
BGR,2001,2011,10,14.889682327830425,-0.1198427052761771,0.340650910671894
BGR,2002,2012,10,12.671990693686357,-1.1369476189278371,0.3643352719357733
BGR,2003,2013,10,10.53162365245301,-1.1709141386848827,0.3684542912860132
BGR,2004,2014,10,8.67366207117609,-1.3533427195858596,0.2747466010680559
BGR,2005,2015,10,6.226392651841408,-2.089840743178482,0.3169665494080147
BGR,2006,2016,10,5.477962057271046,-1.6562177805662943,0.3952279170625724
BGR,2007,2017,10,3.8992909145203924,-1.92330943882067,0.407584975113292
BGR,2008,2018,10,3.0580591484491038,-2.2343452071214096,0.3890493880372126
BGR,2009,2019,10,3.949539411129806,-2.9547711255729867,0.2963714526568153
BGR,2010,2020,10,4.519347783448442,-3.5957595142457706,0.3488889493723738
BGR,2011,2021,10,5.023498372386097,-2.749038864008254,0.4240610525142516
BGR,2012,2022,10,6.3324455889415185,-3.0839562277794506,0.4879058524429697
BGR,2013,2023,10,7.116952817136521,-3.141130785126825,0.5023224201688093
BGR,2014,2024,10,7.690793352475094,-3.414078752944332,0.4518644331283707
BHR,2000,2010,10,4.285348108355258,-2.559237389220001,-0.3801774756200849
BHR,2001,2011,10,6.120866721664928,0.5541523712600507,-0.2421903273870489
BHR,2002,2012,10,6.720292032411787,-3.2018800680966057,-0.341046791792806
BHR,2003,2013,10,6.222730161206673,-2.58491350854447,-0.0269715663370152
BHR,2004,2014,10,5.0499106668968885,-2.992350592250044,-0.2030596435597701
BHR,2005,2015,10,2.7842063100339054,-2.9131577153254007,0.2623895430173363
BHR,2006,2016,10,2.112771850685249,-2.499250411265032,0.1923662140632583
BHR,2007,2017,10,1.7007812985819195,-3.0146874477404646,0.407584975113292
BHR,2008,2018,10,1.2206464841525033,-3.482568033832628,0.3231450784333745
BHR,2009,2019,10,3.3677691375895513,-3.38386595948222,0.2695978268802561
BHR,2010,2020,10,1.0944171078362075,-3.3930358049037657,0.3859601235245327
BHR,2011,2021,10,0.8110988415823783,-4.533130669089236,0.2201695946773775
BHR,2012,2022,10,1.4193188524461142,-4.852727940071774,0.2922524333065754
BHR,2013,2023,10,0.8179300624983199,-4.979142065530934,0.4982034008185694
BHR,2014,2024,10,1.2747927141605864,-4.932255711334292,0.4621619815039705
BHS,2000,2010,10,0.9673131174213802,-6.287253810147033,0.9142243551927972
BHS,2001,2011,10,0.6555237858914431,0.4369103338259254,0.6856187812544838
BHS,2002,2012,10,0.6401201998263417,-6.30970950182077,0.6856187812544838
BHS,2003,2013,10,0.4489658378121497,-6.233055650459853,0.5733755039604471
BHS,2004,2014,10,0.8921615026507189,-6.218339125934062,0.5527804072092477
BHS,2005,2015,10,0.714032869475858,-6.169692114798739,0.2572407688295364
BHS,2006,2016,10,0.4789270193982631,-5.839620108998214,0.5507208975341278
BHS,2007,2017,10,0.5891313015570532,-6.009510921385578,0.4971736459810095
BHS,2008,2018,10,1.0487453519341017,-6.195355356325685,0.5115902137068491
BHS,2009,2019,10,2.010703909264979,-5.1049350254215975,0.4539239428034907
BHS,2010,2020,10,-0.4825920316427812,-5.604481344559321,0.4858463427678498
BHS,2011,2021,10,1.141892535253568,-4.961940700666103,0.2500324849666167
BHS,2012,2022,10,2.0239551362169195,-5.999883572042433,0.5507208975341278
BHS,2013,2023,10,3.243037654867944,-5.588161449080329,0.7916835295231609
BHS,2014,2024,10,3.0315579144730087,-5.591704490517695,0.203693517276418
BIH,2000,2010,10,12.139808931954352,2.603352354771751,0.2129613108144577
BIH,2001,2011,10,12.781834209325824,-0.0582778589658328,0.1655925882866991
BIH,2002,2012,10,10.721531610118822,2.2904967185924585,0.2129613108144577
BIH,2003,2013,10,9.063491127871393,1.7055631659383654,0.3046094913572951
BIH,2004,2014,10,7.52640584763408,0.93058600297228,0.4549536976410507
BIH,2005,2015,10,5.316842046401895,1.1634558244175708,0.2139910656520177
BIH,2006,2016,10,4.425385834961535,0.8539363865201285,0.3581567429104135
BIH,2007,2017,10,3.0714690063824257,0.9275414253197616,0.441566884752771
BIH,2008,2018,10,2.2243767196289177,0.2927010468354977,0.5043819298439293
BIH,2009,2019,10,2.9904105881216303,0.1351915937613958,0.4652512460166504
BIH,2010,2020,10,3.077295564718625,0.3769227375200837,0.3447699300221339
BIH,2011,2021,10,3.812656523451334,0.1006968897376435,0.2871036591187756
BIH,2012,2022,10,4.891965063716697,-0.937718752577514,0.4673107556917703
BIH,2013,2023,10,5.42736406764762,-1.2271661850532594,0.2407646914285769
